model,horizon_day,WAPE,MAE,RMSE,Biais,MASE
prophet,5,0.07468502937436958,548.3013016342996,807.2817600102663,0.04210970090454308,0.6906361212829495
prophet,6,0.17351824128242047,815.7486874219583,1183.1045497296775,0.16226544493334194,0.9548623832981722
prophet,7,0.2293466274044942,920.153790766318,1286.5782379933642,0.2253727089256041,1.0685969349995286
prophet,8,0.16990902079498646,821.2567029254783,1156.5926751215259,0.16467983740715852,0.9241111348562406
prophet,9,0.1798097047633905,702.5069000211711,1041.6913595521735,0.1528605465428192,0.8189143493565717
prophet,10,0.11472398952859941,595.6712207305991,860.9555874330891,0.038244322133608746,0.6888805673392412
prophet,11,0.13917144096292153,950.6374061415336,1486.9744645496273,0.02912541199916207,1.1399217074990862
prophet,12,0.1765596471387831,1332.3019328506352,2007.5856843972367,0.020625804038961866,1.5834140320363153
prophet,13,0.1257537760513541,649.7614137758034,994.6277205861724,0.06631499608915585,0.7809377119172711
prophet,14,0.16869123846976872,781.1057566732147,1167.764787189469,0.07035119510998138,0.9195234410469841
sarima,1,0.0731651934986763,390.30513352336357,604.6633264840423,-0.009746801932645573,0.4813353403403279
sarima,2,0.09205016561660313,361.0110561417035,533.9378871691007,0.0395746223351839,0.45108485273502347
sarima,3,0.12206622991773122,635.089405203294,1097.2089430614913,0.009956050054390169,0.7211950457462906
sarima,4,0.13253191174630016,833.9490720702057,1172.0749232274552,0.12293656862856168,0.9494825930756071
sarima,5,0.08840801719740232,649.0488296022367,970.5767506513358,0.053228481826293285,0.7835840965242936
sarima,6,0.12028861407043968,565.5041125045623,783.6147248520289,0.10790817315085721,0.6842585087502315
sarima,7,0.1420723942709147,570.003813141171,883.8392447259586,0.1295421353881349,0.6778979275804043
sarima,8,0.1044327800621427,504.7767342186205,690.6054090499927,0.09182953447842096,0.6411583652297823
sarima,9,0.11259638702122518,439.90806227033937,636.5715687756032,0.03933487682889941,0.5521049287809914
sarima,10,0.10048270340399999,521.727450770445,779.3582002210193,0.007716367960132184,0.6570303101082617
sarima,11,0.15313754503843258,1046.0355773495455,1578.194037994829,0.024978495144759992,1.285181118452836
sarima,12,0.19762954043866476,1491.293299356503,2183.0678196073627,0.010546262237940121,1.7672012241903705
sarima,13,0.09970727918325123,515.1808933307211,762.9062021567762,0.004362341660188327,0.6456869955234491
sarima,14,0.10899558823127571,504.6917800339123,871.0750236056747,-0.02807680361061473,0.5963347337288822
